,no,url,title,platform,title_en,score,label
90,90,https://www.detik.com/properti/berita/d-7511963/mulai-bulan-depan-beli-rumah-gratis-pajak-lagi,Mulai Bulan Depan Beli Rumah Gratis Pajak Lagi!,detik.com,Starting Next Month Buy a Home Tax Free Again!,0.16666666666666666,1
91,91,https://www.detik.com/properti/berita/d-7511751/kuota-flpp-ditambah-insentif-ppn-dtp-100-diperpanjang-pengembang-semringah,"Kuota FLPP Ditambah-Insentif PPN DTP 100% Diperpanjang, Pengembang Semringah",detik.com,"FLPP Quota Plus - 100% DTP VAT Incentive Extended, Happy Developers",0.8,1
92,92,https://www.detik.com/properti/berita/d-7511247/asyik-aturan-beli-rumah-rp-2-m-bebas-pajak-berlaku-lagi-bulan-depan,Asyik! Aturan Beli Rumah Rp 2 M Bebas Pajak Berlaku Lagi Bulan Depan,detik.com,Fun! The rule for buying a house of IDR 2 billion tax free applies again next month,0.25833333333333336,1
93,93,https://www.detik.com/properti/berita/d-7500319/punya-rencana-beli-rumah-kala-ppn-naik-jadi-12-lanjut-atau-tunda,"Punya Rencana Beli Rumah Kala PPN Naik Jadi 12%, Lanjut atau Tunda?",detik.com,"Do you have plans to buy a house when VAT rises to 12%, continue or postpone?",0.0,1
94,94,https://www.detik.com/properti/berita/d-7499370/atur-strategi-beli-properti-kala-ppn-makin-tinggi,Atur Strategi Beli Properti Kala PPN Makin Tinggi,detik.com,Set a Property Buying Strategy When VAT is Higher,0.25,1
95,95,https://finance.detik.com/berita-ekonomi-bisnis/d-7499296/pkb-pks-tolak-tarif-ppn-naik-jadi-12-tahun-depan,PKB-PKS Tolak Tarif PPN Naik Jadi 12% Tahun Depan,detik.com,PKB-PKS Refuses to Increase VAT Rates to 12% Next Year,0.0,1
96,96,https://www.detik.com/properti/berita/d-7499206/harga-rumah-bakal-makin-mahal-usai-ppn-12-kelas-menengah-diusul-dapat-subsidi,"Harga Rumah Bakal Makin Mahal Usai PPN 12%, Kelas Menengah Diusul Dapat Subsidi",detik.com,"House Prices Will Be More Expensive After 12% VAT, Middle Class Proposed to Get Subsidies",0.0,1
97,97,https://www.detik.com/jabar/bisnis/d-7494386/kata-sri-mulyani-soal-barang-barang-bebas-ppn-12,Kata Sri Mulyani soal Barang-barang Bebas PPN 12%,detik.com,Sri Mulyani said about 12% VAT Free Goods,0.4,1
98,98,https://finance.detik.com/berita-ekonomi-bisnis/d-7493800/sri-mulyani-jabarkan-barang-barang-bebas-ppn-12,Sri Mulyani Jabarkan Barang-barang Bebas PPN 12%,detik.com,Sri Mulyani Describes 12% VAT Free Goods,0.4,1
99,99,https://finance.detik.com/ekonomi-hijau/d-7479192/menteri-ppn-ri-alami-kepunahan-keanekaragaman-hayati,Menteri PPN: RI Alami Kepunahan Keanekaragaman Hayati!,detik.com,Minister of National Development Planning: RI Experiencing Biodiversity Extinction!,0.0,1
100,100,https://www.detik.com/properti/berita/d-7465110/penghuni-apartemen-dan-rusun-minta-ipl-bebas-pajak,Penghuni Apartemen dan Rusun Minta IPL Bebas Pajak,detik.com,Apartment and Flat Residents Request Tax-Free IPL,-0.025,0
101,101,https://www.detik.com/properti/berita/d-7454550/minta-rumah-tetap-bebas-pajak-pengembang-harap-ppn-tak-jadi-naik-2025,"Minta Rumah Tetap Bebas Pajak, Pengembang Harap PPN Tak Jadi Naik 2025",detik.com,"Asking that houses remain tax free, developers hope that VAT will not increase in 2025",0.4,1
102,102,https://finance.detik.com/berita-ekonomi-bisnis/d-7443038/terungkap-ini-biang-kerok-tiket-pesawat-mahal,Terungkap! Ini Biang Kerok Tiket Pesawat Mahal,detik.com,Revealed! This is the culprit behind expensive plane tickets,-0.45,0
103,103,https://finance.detik.com/berita-ekonomi-bisnis/d-7432429/faisal-basri-soal-rencana-ppn-12-di-2025-wajib-ditunda,Faisal Basri soal Rencana PPN 12% di 2025: Wajib Ditunda!,detik.com,Faisal Basri regarding the 12% VAT plan in 2025: Must be postponed!,0.0,1
104,104,https://www.detik.com/properti/berita/d-7420032/jangan-lupa-beli-rumah-di-bawah-rp-2-m-sudah-nggak-bebas-pajak,Jangan Lupa! Beli Rumah di Bawah Rp 2 M Sudah Nggak Bebas Pajak,detik.com,Do not forget! Buying a house under IDR 2 billion is no longer tax free,0.4,1
105,105,https://www.detik.com/properti/berita/d-7419173/ketentuan-dan-cara-setor-pajak-bangun-rumah-sendiri,Ketentuan dan Cara Setor Pajak Bangun Rumah Sendiri,detik.com,Terms and Methods for Paying Tax on Building Your Own Home,0.6,1
106,106,https://www.detik.com/properti/berita/d-7418724/sederet-kriteria-bangun-rumah-sendiri-yang-kena-pajak-beserta-contohnya,Sederet Kriteria Bangun Rumah Sendiri yang Kena Pajak Beserta Contohnya,detik.com,A series of criteria for building your own house that is taxable and examples,0.6,1
107,107,https://finance.detik.com/berita-ekonomi-bisnis/d-7400290/gaji-pejabat-eselon-i-kementerian-ppn-yang-terima-bansos-rp-39-juta,Gaji Pejabat Eselon I Kementerian PPN yang Terima Bansos: Rp 39 Juta,detik.com,Salary of Echelon I Officials of the Ministry of National Development Planning who receive social assistance: IDR 39 million,0.03333333333333333,1
108,108,https://finance.detik.com/berita-ekonomi-bisnis/d-7361305/ppn-naik-jadi-12-dinilai-gerus-daya-beli-pemerintah-diminta-tunda,"PPN Naik Jadi 12% Dinilai Gerus Daya Beli, Pemerintah Diminta Tunda!",detik.com,"VAT rises to 12% considered to be eroding purchasing power, government asked to postpone!",0.0,1
109,109,https://finance.detik.com/berita-ekonomi-bisnis/d-7351281/ppn-12-berlaku-tahun-depan-target-prabowo-ekonomi-tumbuh-8-bisa-tercapai,"PPN 12% Berlaku Tahun Depan, Target Prabowo Ekonomi Tumbuh 8% Bisa Tercapai?",detik.com,"12% VAT to take effect next year, can Prabowo's target for economic growth of 8% be achieved?",0.1,1
110,110,https://www.detik.com/jogja/bisnis/d-7338682/ppn-direncanakan-naik-jadi-12-persen-ini-alasan-hingga-dampaknya,"PPN Direncanakan Naik Jadi 12 Persen, Ini Alasan hingga Dampaknya",detik.com,"VAT is planned to increase to 12 percent, here are the reasons and impacts",0.0,1
111,111,https://finance.detik.com/berita-ekonomi-bisnis/d-7335126/airlangga-buka-suara-jelaskan-rencana-ppn-naik-jadi-12,Airlangga Buka Suara Jelaskan Rencana PPN Naik Jadi 12%,detik.com,Airlangga Opens Voice Explaining Plans for VAT Increase to 12%,0.0,1
112,112,https://finance.detik.com/berita-ekonomi-bisnis/d-7307114/airlangga-beberkan-ppn-12-bakal-dibahas-lagi,Airlangga Beberkan PPN 12% Bakal Dibahas Lagi,detik.com,Airlangga says 12% VAT will be discussed again,0.0,1
113,113,https://finance.detik.com/berita-ekonomi-bisnis/d-7265370/fenomena-orang-ri-makan-tabungan-bakal-makin-masif-ini-biang-keroknya,"Fenomena Orang RI Makan Tabungan Bakal Makin Masif, Ini Biang Keroknya!",detik.com,"The Phenomenon of Indonesian People Eating Their Savings Will Become More Massive, This Is the Cause!",0.25,1
114,114,https://finance.detik.com/berita-ekonomi-bisnis/d-7264633/pengusaha-ritel-protes-ppn-naik-dan-minta-wajib-pajak-diperbanyak,Pengusaha Ritel Protes PPN Naik dan Minta Wajib Pajak Diperbanyak!,detik.com,Retail Entrepreneurs Protest VAT Increase and Demand More Taxpayers!,0.625,1
115,115,https://finance.detik.com/berita-ekonomi-bisnis/d-7264385/pengusaha-ritel-pusat-belanja-minta-kenaikan-ppn-12-ditunda-ini-alasannya,"Pengusaha Ritel-Pusat Belanja Minta Kenaikan PPN 12% Ditunda, Ini Alasannya",detik.com,"Retail-Shopping Center Entrepreneurs Ask for 12% VAT Increase to Be Postponed, Here's the Reason",-0.1,0
116,116,https://travel.detik.com/detiktv/d-7262685/ppn-jadi-12-bakal-bikin-tiket-pesawat-naik,PPN Jadi 12% Bakal Bikin Tiket Pesawat Naik?,detik.com,Will VAT Become 12% Make Airline Tickets Increase?,0.0,1
117,117,https://finance.detik.com/detiktv/d-7262388/soal-ppn-akan-naik-jadi-12-menparekraf-harap-tak-timbulkan-gejolak,"Soal PPN Akan Naik Jadi 12%, Menparekraf Harap Tak Timbulkan Gejolak",detik.com,"Concerning VAT will increase to 12%, Minister of Tourism and Creative Economy hopes it will not cause turmoil",0.5,1
118,118,https://finance.detik.com/berita-ekonomi-bisnis/d-7262007/daftar-barang-dan-jasa-yang-tak-kena-ppn-12-tahun-depan,Daftar Barang dan Jasa yang Tak Kena PPN 12% Tahun Depan,detik.com,List of Goods and Services That Are Not Subject to 12% VAT Next Year,0.041666666666666664,1
119,119,https://finance.detik.com/berita-ekonomi-bisnis/d-7260688/ppn-tahun-depan-naik-jadi-12-tarif-netflix-dan-spotify-jadi-segini,"PPN Tahun Depan Naik Jadi 12%, Tarif Netflix dan Spotify Jadi Segini",detik.com,"Next year's VAT will increase to 12%, Netflix and Spotify rates will be like this",0.0,1
120,120,https://www.detik.com/properti/berita/d-7259161/ppn-mau-naik-jadi-12-pengembang-minta-insentif-ppn-dtp-diperpanjang,"PPN Mau Naik Jadi 12%, Pengembang Minta Insentif PPN DTP Diperpanjang",detik.com,"VAT wants to increase to 12%, developers ask for DTP VAT incentives to be extended",0.2,1
121,121,https://finance.detik.com/berita-ekonomi-bisnis/d-7257032/harapan-pengusaha-ke-prabowo-gibran-evaluasi-kenaikan-ppn-jadi-12,Harapan Pengusaha ke Prabowo-Gibran Evaluasi Kenaikan PPN Jadi 12%,detik.com,Entrepreneurs' Hopes from Prabowo-Gibran Evaluation of VAT Increase to 12%,0.0,1
122,122,https://finance.detik.com/berita-ekonomi-bisnis/d-7256527/nasib-kenaikan-tarif-ppn-jadi-12-di-tangan-prabowo,Nasib Kenaikan Tarif PPN Jadi 12% di Tangan Prabowo,detik.com,The fate of the VAT rate increase to 12% is in Prabowo's hands,0.0,1
123,123,https://finance.detik.com/detiktv/d-7256814/soal-ppn-naik-12-menko-airlangga-lihat-uu-apbn-nanti,"Soal PPN Naik 12%, Menko Airlangga: Lihat UU APBN Nanti",detik.com,"Regarding the 12% VAT increase, Coordinating Minister Airlangga: Look at the APBN Law later",0.0,1
124,124,https://finance.detik.com/berita-ekonomi-bisnis/d-7256373/ppn-naik-12-tahun-depan-tergantung-keputusan-prabowo,PPN Naik 12% Tahun Depan Tergantung Keputusan Prabowo,detik.com,VAT Increases 12% Next Year Depending on Prabowo's Decision,0.0,1
125,125,https://finance.detik.com/berita-ekonomi-bisnis/d-7255703/pengusaha-berharap-prabowo-gibran-evaluasi-aturan-ppn-naik-jadi-12,Pengusaha Berharap Prabowo-Gibran Evaluasi Aturan PPN Naik Jadi 12%,detik.com,Entrepreneurs Hope Prabowo-Gibran Evaluation of VAT Regulations to Increase to 12%,0.0,1
126,126,https://travel.detik.com/travel-news/d-7253642/wacana-kenaikan-ppn-12-persen-pengaruhi-penerbangan,Wacana Kenaikan PPN 12 Persen Pengaruhi Penerbangan?,detik.com,Discourse on a 12 Percent VAT Increase Affecting Aviation?,0.0,1
127,127,https://finance.detik.com/berita-ekonomi-bisnis/d-7252953/daftar-sektor-yang-bakal-terdampak-jika-ppn-naik-jadi-12,Daftar Sektor yang Bakal Terdampak Jika PPN Naik Jadi 12%,detik.com,List of Sectors That Will Be Affected If VAT Increases to 12%,0.0,1
128,128,https://finance.detik.com/berita-ekonomi-bisnis/d-7252462/bos-bri-tanggapi-tarif-ppn-naik-12-begini-katanya,"Bos BRI Tanggapi Tarif PPN Naik 12%, Begini Katanya",detik.com,"BRI Boss Responds to VAT Rate Increase of 12%, Here's What He Said",0.0,1
129,129,https://www.detik.com/properti/berita/d-7251430/ppn-diramal-naik-jadi-12-tahun-2025-beli-rumah-rp-500-juta-mesti-bayar-berapa,"PPN Diramal Naik Jadi 12% Tahun 2025, Beli Rumah Rp 500 Juta Mesti Bayar Berapa?",detik.com,"VAT Predicted to Increase to 12% in 2025, How Much Do You Have to Pay to Buy a House of IDR 500 Million?",0.2,1
130,130,https://finance.detik.com/berita-ekonomi-bisnis/d-7251914/pengusaha-ritel-mau-bertemu-djp-pekan-depan-bahas-kenaikan-ppn,Pengusaha Ritel Mau Bertemu DJP Pekan Depan Bahas Kenaikan PPN,detik.com,Retail Entrepreneurs Want to Meet with DJP Next Week to Discuss VAT Increase,0.0,1
131,131,https://finance.detik.com/berita-ekonomi-bisnis/d-7251573/ini-sektor-yang-bakal-kena-imbas-dari-ppn-naik-12,Ini Sektor yang Bakal Kena Imbas dari PPN Naik 12%,detik.com,This is the sector that will be affected by the 12% VAT increase,0.0,1
132,132,https://finance.detik.com/berita-ekonomi-bisnis/d-7251452/ppn-naik-12-bisa-bikin-inflasi-tinggi,PPN Naik 12% Bisa Bikin Inflasi Tinggi!,detik.com,VAT Increase of 12% Could Make Inflation High!,0.2,1
133,133,https://finance.detik.com/berita-ekonomi-bisnis/d-7251420/kenaikan-ppn-bakal-berdampak-ke-ekonomi-ri,Kenaikan PPN Bakal Berdampak ke Ekonomi RI,detik.com,The increase in VAT will have an impact on the Indonesian economy,0.0,1
134,134,https://finance.detik.com/berita-ekonomi-bisnis/d-7250189/soal-ppn-naik-jadi-12-sri-mulyani-serahkan-ke-presiden-baru,"Soal PPN Naik Jadi 12%, Sri Mulyani Serahkan ke Presiden Baru",detik.com,"Regarding the VAT increase to 12%, Sri Mulyani handed it over to the new president",0.13636363636363635,1
135,135,https://finance.detik.com/berita-ekonomi-bisnis/d-7249779/komisi-xi-minta-kenaikan-ppn-jadi-12-ditunda-ini-kata-kemenkeu,"Komisi XI Minta Kenaikan PPN Jadi 12% Ditunda, Ini Kata Kemenkeu",detik.com,"Commission XI asks for VAT increase to 12% to be postponed, this is what the Ministry of Finance says",0.0,1
136,136,https://finance.detik.com/berita-ekonomi-bisnis/d-7249073/ppn-bakal-naik-jadi-12-di-2025-ini-barang-barang-yang-dikecualikan,"PPN Bakal Naik Jadi 12% di 2025, Ini Barang-barang yang Dikecualikan",detik.com,"VAT will increase to 12% in 2025, these are the items that are excluded",0.0,1
137,137,https://finance.detik.com/berita-ekonomi-bisnis/d-7248298/ppn-naik-jadi-12-tahun-depan-tak-berlaku-untuk-barang-barang-ini,PPN Naik Jadi 12% Tahun Depan Tak Berlaku untuk Barang-barang Ini,detik.com,VAT increases to 12% next year and does not apply to these goods,0.0,1
138,138,https://finance.detik.com/berita-ekonomi-bisnis/d-7247989/pengertian-dan-cara-hitung-ppn-2025-yang-naik-jadi-12,Pengertian dan Cara Hitung PPN 2025 yang Naik Jadi 12%,detik.com,Understanding and How to Calculate VAT 2025 which will Increase to 12%,0.0,1
139,139,https://news.detik.com/detiktv/d-7246178/ppn-naik-12-hotman-paris-rakyat-yang-nanggung,"PPN Naik 12%, Hotman Paris: Rakyat yang Nanggung",detik.com,"VAT Increases by 12%, Hotman Paris: People Who Bear It",0.0,1
140,140,https://finance.detik.com/berita-ekonomi-bisnis/d-7241344/ekonom-sebut-tarif-ppn-naik-jadi-12-gerus-daya-beli-semua-lapisan-bayar,Ekonom Sebut Tarif PPN Naik Jadi 12% Gerus Daya Beli: Semua Lapisan Bayar,detik.com,Economists Say VAT Rates Increase to 12% Destroying Purchasing Power: All Levels Pay,-0.2,0
141,141,https://finance.detik.com/berita-ekonomi-bisnis/d-7236955/kata-hotman-paris-soal-ppn-12-tahun-depan-pajak-naik-rakyat-yang-bayar,"Kata Hotman Paris soal PPN 12% Tahun Depan: Pajak Naik, Rakyat yang Bayar!",detik.com,"Hotman Paris said about 12% VAT next year: Taxes will increase, people will pay!",0.0,1
142,142,https://www.detik.com/properti/berita/d-7236261/apa-itu-insentif-ppn-dtp-beli-rumah-skema-dan-manfaatnya,Apa Itu Insentif PPN DTP Beli Rumah? Skema dan Manfaatnya,detik.com,What is the VAT DTP Incentive for Buying a House? Scheme and Benefits,0.0,1
143,143,https://finance.detik.com/berita-ekonomi-bisnis/d-7236091/hotman-paris-tanggapi-airlangga-soal-ppn-naik-jadi-12-di-2025,Hotman Paris Tanggapi Airlangga soal PPN Naik Jadi 12% di 2025,detik.com,Hotman Paris responds to Airlangga regarding VAT increasing to 12% in 2025,0.0,1
144,144,https://finance.detik.com/berita-ekonomi-bisnis/d-7232266/siap-siap-tarif-ppn-naik-jadi-12-di-2025,Siap-siap! Tarif PPN Naik Jadi 12% di 2025,detik.com,Get ready! VAT rate increases to 12% in 2025,0.25,1
145,145,https://finance.detik.com/infrastruktur/d-7206490/beli-rumah-bebas-pajak-dilanjutkan-sri-mulyani-di-2024-ini-aturannya,"Beli Rumah Bebas Pajak Dilanjutkan Sri Mulyani di 2024, Ini Aturannya",detik.com,"Sri Mulyani will continue buying a house tax-free in 2024, here are the rules",0.0,1
146,146,https://finance.detik.com/berita-ekonomi-bisnis/d-7136483/senjata-hingga-amunisi-impor-kini-bebas-pajak,Senjata hingga Amunisi Impor Kini Bebas Pajak!,detik.com,Imported Weapons and Ammunition Are Now Tax Free!,0.5,1
147,147,https://news.detik.com/berita/d-7125078/temui-menteri-ppn-menpan-rb-kebut-penerapan-platform-pertukaran-data,"Temui Menteri PPN, MenPAN-RB Kebut Penerapan Platform Pertukaran Data",detik.com,"Meet the Minister of National Development Planning, MenPAN-RB to Accelerate Implementation of Data Exchange Platform",0.0,1
148,148,https://www.detik.com/bali/bisnis/d-7114475/realisasi-penerimaan-pajak-di-ntt-capai-rp-1-28-triliun,"Realisasi Penerimaan Pajak di NTT Capai Rp 1,28 Triliun",detik.com,Realized Tax Revenue in NTT Reaches IDR 1.28 Trillion,0.0,1
149,149,https://www.detik.com/properti/berita/d-7103577/insentif-ppn-jadi-angin-segar-pengembang-pede-bisa-bangkit-usai-setahun-pandemi,"Insentif PPN Jadi Angin Segar, Pengembang Pede Bisa Bangkit Usai Setahun Pandemi",detik.com,"VAT incentives are a breath of fresh air, confident developers can rise after a year of pandemic",0.4,1
150,150,https://www.detik.com/properti/berita/d-7100851/rumah-rp-2-m-tahun-depan-masih-bebas-pajak-beli-harga-rp-1-5-m-jadi-berapa,"Rumah Rp 2 M Tahun Depan Masih Bebas Pajak, Beli Harga Rp 1,5 M Jadi Berapa?",detik.com,"House IDR 2 Billion Next Year Still Tax Free, Buy Price IDR 1.5 Billion So How Much?",0.20000000000000004,1
151,151,https://www.detik.com/properti/berita/d-7090176/insentif-bebas-ppn-bikin-pengembang-semringah-lagi,Insentif Bebas PPN Bikin Pengembang Semringah Lagi,detik.com,VAT Free Incentive Makes Developers Happy Again,0.6000000000000001,1
152,152,https://finance.detik.com/berita-ekonomi-bisnis/d-7067402/beli-motor-listrik-rumah-di-ikn-bebas-pajak,Beli Motor Listrik-Rumah di IKN Bebas Pajak!,detik.com,Buy a Home-Electric Motorbike at IKN Tax Free!,0.5,1
153,153,https://finance.detik.com/moneter/d-7059536/pajak-beli-rumah-di-bawah-rp-2-m-gratis-bank-pede-kredit-makin-kencang,"Pajak Beli Rumah di Bawah Rp 2 M Gratis, Bank Pede Kredit Makin Kencang",detik.com,"Tax on buying a house under IDR 2 billion is free, banks are confident that credit is getting faster",0.45,1
154,154,https://www.detik.com/properti/berita/d-7055751/aturan-beli-rumah-bebas-pajak-resmi-diteken-sri-mulyani-ini-ketentuannya,"Aturan Beli Rumah Bebas Pajak Resmi Diteken Sri Mulyani, Ini Ketentuannya",detik.com,"Official Tax-Free Home Buying Rules Signed by Sri Mulyani, Here Are the Conditions",0.0,1
155,155,https://finance.detik.com/infrastruktur/d-7055415/beli-rumah-bisa-dapat-diskon-atau-bebas-pajak-ini-syaratnya,"Beli Rumah Bisa Dapat Diskon atau Bebas Pajak, Ini Syaratnya",detik.com,"Buying a house can get a discount or tax free, these are the conditions",0.4,1
156,156,https://finance.detik.com/infrastruktur/d-7055138/tok-sri-mulyani-gratiskan-pajak-beli-rumah-di-bawah-rp-2-m,Tok! Sri Mulyani Gratiskan Pajak Beli Rumah di Bawah Rp 2 M,detik.com,Knock! Sri Mulyani Frees Tax on House Purchases Under IDR 2 Billion,0.0,1
157,157,https://finance.detik.com/infrastruktur/d-7054912/insentif-diperluas-beli-rumah-rp-5-m-kini-dapat-diskon-pajak,"Insentif Diperluas, Beli Rumah Rp 5 M Kini Dapat Diskon Pajak",detik.com,"Incentives Expanded, Buying a House for IDR 5 Billion Now Gets a Tax Discount",0.0,1
158,158,https://finance.detik.com/infrastruktur/d-7018513/beli-rumah-hingga-rp-5-m-dapat-insentif-pajak-begini-ketentuannya,"Beli Rumah hingga Rp 5 M Dapat Insentif Pajak, Begini Ketentuannya",detik.com,"Buy a house up to IDR 5 billion and get tax incentives, here are the conditions",0.0,1
159,159,https://finance.detik.com/berita-ekonomi-bisnis/d-7015699/4-negara-yang-tak-pungut-pajak-penghasilan-cocok-buat-ditinggali,"4 Negara yang Tak Pungut Pajak Penghasilan, Cocok buat Ditinggali?",detik.com,"4 Countries That Don't Charge Income Tax, Are They Suitable to Live in?",0.3431818181818182,1
160,160,https://finance.detik.com/moneter/d-7003869/beli-rumah-di-bawah-rp-2-m-bebas-ppn-bank-pede-bisa-geber-kpr,"Beli Rumah di Bawah Rp 2 M Bebas PPN, Bank Pede Bisa Geber KPR",detik.com,"Buy a house under IDR 2 billion VAT free, confident bank can launch KPR",0.45,1
161,161,https://www.detik.com/properti/berita/d-7001485/rumah-di-bawah-rp-2-miliar-bebas-pajak-beli-harga-rp-1-miliar-jadi-berapa,"Rumah di Bawah Rp 2 Miliar Bebas Pajak, Beli Harga Rp 1 Miliar Jadi Berapa?",detik.com,"Houses under IDR 2 billion are tax free, buy for IDR 1 billion, so how much?",0.30000000000000004,1
162,162,https://www.detik.com/properti/berita/d-7000968/beli-rumah-di-bawah-rp-2-m-bebas-pajak-bisa-genjot-penjualan-properti,"Beli Rumah di Bawah Rp 2 M Bebas Pajak, Bisa Genjot Penjualan Properti?",detik.com,"Buy a house under IDR 2 billion tax free, can you boost property sales?",0.4,1
163,163,https://finance.detik.com/infrastruktur/d-7000081/pemerintah-bakal-bayarin-pajak-rumah-di-bawah-rp-2-m,Pemerintah Bakal Bayarin Pajak Rumah di Bawah Rp 2 M,detik.com,Government will pay house tax under IDR 2 billion,0.0,1
164,164,https://finance.detik.com/infrastruktur/d-6999241/beli-rumah-di-bawah-rp-2-m-pajaknya-ditanggung-pemerintah-ini-ketentuannya,"Beli Rumah di Bawah Rp 2 M Pajaknya Ditanggung Pemerintah, Ini Ketentuannya",detik.com,"Buy a house under IDR 2 billion, the tax is borne by the government, here are the conditions",0.0,1
165,165,https://www.detik.com/properti/berita/d-6999128/asyik-beli-rumah-di-bawah-rp-2-miliar-bebas-pajak,Asyik! Beli Rumah di Bawah Rp 2 Miliar Bebas Pajak,detik.com,Fun! Buy a House under IDR 2 Billion Tax Free,0.3875,1
166,166,https://finance.detik.com/infrastruktur/d-6998700/jokowi-bakal-bebaskan-ppn-properti-biaya-administrasi-rumah-murah,Jokowi Bakal Bebaskan PPN Properti & Biaya Administrasi Rumah Murah,detik.com,Jokowi Will Exempt Property VAT & Administration Fees for Cheap Homes,0.4,1
167,167,https://finance.detik.com/berita-ekonomi-bisnis/d-6941812/tarif-ppn-tahun-depan-masih-tetap-2025-naik-jadi-12,"Tarif PPN Tahun Depan Masih Tetap, 2025 Naik Jadi 12%",detik.com,"Next year's VAT rate will remain the same, in 2025 it will increase to 12%",0.0,1
168,168,https://finance.detik.com/berita-ekonomi-bisnis/d-6941297/anak-buah-sri-mulyani-jamin-tarif-ppn-2024-masih-11-kapan-naik,"Anak Buah Sri Mulyani Jamin Tarif PPN 2024 Masih 11%, Kapan Naik?",detik.com,"Sri Mulyani's Subordinates Guarantee that the 2024 VAT Rate Will Still Be 11%, When Will It Increase?",0.0,1
169,169,https://finance.detik.com/berita-ekonomi-bisnis/d-6842274/spt-adalah-pengertian-jenis-jenis-dan-persyaratan-dokumen,"SPT Adalah: Pengertian, Jenis-jenis dan Persyaratan Dokumen",detik.com,"SPT is: Definition, Types and Document Requirements",0.0,1
170,170,https://news.detik.com/kolom/d-6805546/rencana-kenaikan-ppn-lagi-dan-nasib-bisnis-ritel,Rencana Kenaikan PPN (Lagi) dan Nasib Bisnis Ritel,detik.com,Plans to Increase VAT (Again) and the Fate of Retail Business,0.0,1
171,171,https://finance.detik.com/industri/d-6783656/dpr-minta-ppn-11-buat-produk-olahan-setengah-jadi-dikaji-ulang,DPR Minta PPN 11% buat Produk Olahan Setengah Jadi Dikaji Ulang,detik.com,DPR asks for 11% VAT for semi-finished processed products to be reviewed,0.0,1
172,172,https://finance.detik.com/properti/d-6776743/asyik-beli-rumah-bebas-ppn-lanjut-sampai-2024,Asyik! Beli Rumah Bebas PPN Lanjut Sampai 2024,detik.com,Fun! Buy a House VAT Free Continue Until 2024,0.3875,1
173,173,https://finance.detik.com/berita-ekonomi-bisnis/d-6728252/sri-mulyani-pastikan-tarif-ppn-tahun-depan-belum-naik-masih-11,"Sri Mulyani Pastikan Tarif PPN Tahun Depan Belum Naik, Masih 11%!",detik.com,"Sri Mulyani Ensures that the VAT Rate Will Not Increase Next Year, Still 11%!",0.0,1
174,174,https://finance.detik.com/berita-ekonomi-bisnis/d-6711525/bank-dunia-sarankan-ri-hapus-pembebasan-ppn-sri-mulyani-setuju,"Bank Dunia Sarankan RI Hapus Pembebasan PPN, Sri Mulyani Setuju?",detik.com,"World Bank Suggests RI Remove VAT Exemption, Sri Mulyani Agrees?",0.0,1
175,175,https://finance.detik.com/berita-ekonomi-bisnis/d-6704976/pelanggan-agoda-hingga-tencent-music-sekarang-kena-pajak,Pelanggan Agoda hingga Tencent Music Sekarang Kena Pajak!,detik.com,Agoda to Tencent Music Customers Now Taxed!,0.0,1
176,176,https://finance.detik.com/berita-ekonomi-bisnis/d-6691738/beli-barang-jaminan-bakal-kena-pajak-1-1-berlaku-mei-2023,"Beli Barang Jaminan Bakal Kena Pajak 1,1%, Berlaku Mei 2023!",detik.com,"Buying guaranteed goods will be subject to 1.1% tax, effective May 2023!",0.2916666666666667,1
177,177,https://finance.detik.com/berita-ekonomi-bisnis/d-6690579/mulai-mei-2023-beli-barang-jaminan-bakal-kena-pajak-1-1,"Mulai Mei 2023, Beli Barang Jaminan Bakal Kena Pajak 1,1%",detik.com,"Starting May 2023, Buying Collateralized Goods Will Be Subject to 1.1% Tax",-0.08333333333333333,0
178,178,https://finance.detik.com/berita-ekonomi-bisnis/d-6661951/petugas-pajak-taksir-pendopo-soimah-rp-4-7-m-ppn-terutang-belum-ditagih,"Petugas Pajak Taksir Pendopo Soimah Rp 4,7 M, PPN Terutang Belum Ditagih",detik.com,"Tax officers estimate the Soimah Pendopo at IDR 4.7 billion, the VAT owed has not been collected",0.0,1
179,179,https://www.detik.com/edu/detikpedia/d-6609685/6-jenis-pajak-yang-ada-di-indonesia-beserta-contohnya-ketahui-yuk,"6 Jenis Pajak yang Ada di Indonesia Beserta Contohnya, Ketahui Yuk!",detik.com,"6 Types of Taxes in Indonesia and Examples, Let's Find Out!",0.0,1
180,180,https://www.detik.com/sumut/bisnis/d-6497172/karyawan-bergaji-mepet-bebas-pajak,Karyawan Bergaji Mepet Bebas Pajak,detik.com,Low Salary Employees Tax Free,0.2,1
181,181,https://www.detik.com/edu/perguruan-tinggi/d-6294867/pts-minta-pembebasan-pajak-untuk-sarana-laboratorium,PTS Minta Pembebasan Pajak untuk Sarana Laboratorium,detik.com,PTS Requests Tax Exemption for Laboratory Facilities,0.0,1
182,182,https://finance.detik.com/berita-ekonomi-bisnis/d-6195764/sri-mulyani-perpanjang-diskon-pajak-penanganan-pandemi-sampai-akhir-2022,Sri Mulyani Perpanjang Diskon Pajak Penanganan Pandemi Sampai Akhir 2022,detik.com,Sri Mulyani Extends Tax Discount for Handling the Pandemic Until the End of 2022,0.0,1
